,ENROLMENT RELATED INDICATORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,HARYANA                                           ,611,SIRSA                                             ,82317,0,851,12160,18346,0,17826,0,2791,14065,38369,0,318,15888,35,0,71966,0,317,11485,13813,0,16885,0,1989,8940,15924,0,201,4783,0,0,25974,24316,24923,21997,19570,21629,20484,18008,26099,26060,25661,25102,21271,22100,21046,19361,27081,27830,28005,27657,26454,23727,23270,22632,25856,26649,27774,27472,27650,25567,23415,23109,26283,25717,26505,27321,27536,26198,24989,23149,54566,27746,25896,13068,0,0,0,0,0,0,112.49,0,0,97.63,0,0,86.85,0,0,70.18,42539,6233,15429,6436,8146,94352,11955,11695,12126,12473,12640,11840,11323,10300,185,190,262,261,240,195,177,117,115,107,153,170,162,140,119,75,102958,53435,86106,11062,11961,12160,18095,9307,17861,903,5183,27458,0,569,7033,0,0,0,0,0,0,0,0,319,207,216,176,85,107,92,63,867,404,457,224,34494,19631,16088,8956,,,,,,,,,,,,,,,,
6,HARYANA                                           ,608,SONIPAT                                           ,64638,0,1131,6948,19156,0,10949,0,7425,19194,66902,0,1794,22488,0,0,55369,0,1131,5897,15927,0,10513,0,4832,13100,30481,0,415,17659,0,0,25984,24236,23298,22240,21301,20205,20346,19796,26431,26413,25826,25002,23783,22396,22163,22493,28055,28380,28202,27277,26930,25121,24002,24439,28468,27691,28051,28029,27808,26375,25415,24468,28404,28732,28144,28690,29060,27398,27190,26164,34275,18249,16181,8909,0,0,0,0,0,0,102.36,0,0,92.87,0,0,77.97,0,0,67.89,36072,8392,26079,3608,11707,100163,12627,12980,12492,12884,13120,12134,12263,11663,120,143,178,206,226,188,200,154,73,86,112,156,186,172,151,162,108949,59037,70427,12064,24820,6948,19951,16235,10949,3064,8859,43213,0,999,6253,0,87,0,0,0,0,0,0,103,85,55,61,32,30,27,27,4823,1870,2259,873,38707,20682,18033,9656,,,,,,,,,,,,,,,,
6,HARYANA                                           ,603,YAMUNANAGAR                                       ,54818,0,0,15463,10025,0,8961,0,2136,7334,45751,0,563,20124,0,0,48176,0,0,13987,8005,0,8150,0,1642,5048,20195,0,283,9995,0,0,14893,14757,14877,14395,13623,14542,13100,13856,15476,15611,16099,15206,14101,14861,14682,13874,17987,18203,18599,18864,18139,17765,17860,18032,18201,17883,18544,18763,19368,18565,17739,18015,20872,20975,20896,21305,21629,21662,20968,20250,30178,19748,14339,9106,0,0,0,0,0,0,97.35,0,0,91.93,0,0,75.04,0,0,66.95,28893,3926,18355,7527,5012,76505,9699,9747,9646,9628,9826,9468,9286,9205,101,77,146,149,146,142,97,79,50,72,58,93,76,90,65,55,81461,45790,56225,7337,20885,15463,10199,15333,8961,1513,1190,24866,0,389,5054,0,306,836,0,0,0,0,0,9,6,4,4,0,38,26,23,18056,8023,8664,3692,42901,23731,20235,10743,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,208,BILASPUR (H.P.)                                   ,18704,0,0,4143,7122,0,2559,0,1742,4724,5846,0,0,4921,0,0,17899,0,0,4005,6476,0,2559,0,1508,3981,2320,0,0,3874,0,0,6347,6323,6665,6728,7027,6962,7250,7423,6143,6305,6278,6542,6843,7091,6945,8373,6170,6337,6268,6347,6513,6660,7040,7392,5828,6223,6351,6348,6321,6537,6752,7044,5627,5952,6236,6327,6289,6251,6389,6690,8336,5258,3958,2535,876,428,586,275,0,0,102.44,0,0,95.07,0,0,83.38,0,0,71.95,10113,2025,2346,2091,3512,23460,2643,2829,2990,2947,2972,2957,2962,3160,37,55,49,56,45,219,165,172,20,37,40,47,39,153,121,117,24769,14628,10752,2053,1720,2547,4119,2376,1604,552,1482,2410,0,0,729,0,19,70,90,0,0,74,0,61,69,68,81,70,72,51,80,585,303,288,134,1787,1165,852,548,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,201,CHAMBA                                            ,46636,0,1662,11468,10334,0,6955,0,1197,2758,2550,0,0,3356,0,0,44912,0,1662,10894,9778,0,6934,0,1004,2328,114,0,0,2467,0,0,11124,10939,11212,11994,13257,11908,10970,11132,11643,10705,10910,11200,11846,12905,10859,11771,11700,11645,10790,10865,11260,11437,12716,11893,10209,11754,11633,10814,10896,10818,10987,12419,10065,10230,11678,11650,10835,10624,10709,11125,12702,6863,6330,3237,13363,6555,8220,3994,0,0,102.36,0,0,95.99,0,0,85.26,0,0,74.05,23886,1120,1790,5581,4868,41968,5021,4930,5731,5708,5251,5040,5050,5237,26,38,42,50,38,34,53,59,18,28,35,22,26,31,36,42,45361,25039,2591,0,0,2483,665,0,465,340,1083,1160,0,0,42,0,0,0,0,0,0,0,0,13,10,15,15,15,0,0,0,2480,1495,1233,649,1060,878,523,442,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,206,HAMIRPUR (H.P.)                                   ,17076,0,571,4491,7435,325,2848,0,1645,5451,12722,0,69,7158,0,0,16211,0,571,4463,6726,0,2776,0,1306,5059,9420,0,0,6437,0,0,7375,7524,7940,8270,8080,8589,8664,9993,7544,7482,7582,7885,8299,8131,8459,10129,7520,7491,7453,7577,7919,8146,8060,9038,7608,7607,7718,7630,7651,7886,8304,8217,6133,7305,7457,7631,7531,7564,7863,8307,8817,6172,4164,2904,439,217,337,149,0,0,99.04,0,0,98.8,0,0,77.39,0,0,74.77,9171,2359,5742,2213,3491,27630,2789,3419,3464,3561,3468,3502,3580,3847,17,16,22,21,39,28,21,20,8,20,12,6,12,16,17,14,28177,17963,13265,1014,1593,4096,5747,1390,2505,1066,3107,11700,84,1461,5435,175,38,0,0,0,0,0,0,7,9,5,9,7,58,68,49,165,127,78,54,5726,3606,2660,1690,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,202,KANGRA                                            ,55474,0,2271,15075,21146,0,11579,0,4955,13873,38958,54,159,31708,0,0,53687,0,1461,14527,19756,0,11254,0,4795,13411,32033,54,75,28782,0,0,26644,24080,24944,27008,27626,29337,28291,30759,22858,22737,22916,24052,25805,26559,27660,30937,22711,24011,24231,24368,25335,26812,28511,33269,23793,23089,24598,25106,25066,25301,27148,28888,20446,23689,23269,24789,25258,24815,25432,27554,27265,18108,13119,8609,6995,3399,4743,2253,0,0,96.6,0,0,96.37,0,0,80.76,0,0,72.86,30605,5865,17232,7294,10181,90300,9533,11007,10866,11701,11829,11441,11493,12430,289,184,217,252,249,203,201,255,176,142,118,161,155,130,149,156,98197,58827,42637,2841,2959,11864,17527,4475,8229,2677,6128,29234,5,68,13727,0,0,122,0,0,0,0,0,98,88,82,73,63,43,36,35,1090,419,475,166,37762,26239,17929,11863,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,212,KINNAUR                                           ,4875,184,507,822,1622,0,769,0,317,700,1023,0,0,554,0,0,4875,184,507,822,1622,0,769,0,317,700,1023,0,0,554,0,0,1685,1608,1653,1606,1574,1601,1468,1545,1726,1576,1552,1656,1530,1558,1543,1659,1798,1601,1569,1560,1561,1510,1511,1619,1482,1578,1516,1480,1412,1519,1422,1386,1521,1391,1486,1469,1405,1332,1453,1316,2195,1122,1119,562,2808,1395,2186,1147,0,0,113.47,0,0,101.71,0,0,97.85,0,0,76.17,2633,374,680,448,861,5672,718,692,732,736,694,690,720,690,3,12,12,12,13,14,14,12,7,2,7,8,13,12,16,18,6271,3071,4369,0,199,819,1521,218,616,111,772,1120,0,101,222,66,0,0,0,0,0,0,0,30,37,24,39,24,27,19,27,10,1,4,0,53,34,20,16,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,204,KULLU                                             ,30172,0,244,6339,8801,0,4375,0,1100,3870,4250,0,11,8347,0,0,29156,0,244,6208,7860,0,4375,0,1073,3493,2193,0,11,5749,0,0,9078,8898,9153,9102,9125,9766,9179,10179,8800,8928,8771,9053,8922,9565,8951,10253,8906,8814,8842,8705,8994,8634,9294,9974,8428,8693,8693,8737,8607,8691,8476,9162,7906,8355,8702,8586,8694,8347,8559,8360,13223,7668,6631,3811,1028,475,647,316,0,0,110.66,0,0,102.26,0,0,92.31,0,0,80.38,15925,1644,1931,3215,4675,33227,3814,3997,4350,4235,4252,4194,4260,4125,40,46,74,61,69,62,59,90,38,41,49,58,48,43,45,79,35240,19860,17926,1124,0,3742,5847,1900,2233,304,1647,2933,0,11,4751,0,0,0,0,0,0,0,1,39,26,30,30,26,18,4,6,173,67,84,23,803,633,406,316,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,203,LAHUL & SPITI                                     ,1720,0,0,312,533,177,249,0,139,40,0,0,0,585,0,0,1720,0,0,312,533,177,249,0,139,40,0,0,0,585,0,0,559,578,534,573,468,493,520,543,534,531,551,509,546,487,453,504,597,508,535,538,481,531,502,444,499,494,453,475,493,423,475,429,536,460,483,441,481,499,395,460,220,84,123,46,1841,955,1187,635,0,0,99.05,0,0,85.21,0,0,85.93,0,0,64.07,957,19,0,159,292,1946,274,228,243,230,251,259,214,247,0,1,0,4,1,2,3,0,2,0,1,1,1,5,0,2,2083,1018,1511,0,0,261,392,0,83,85,40,0,0,24,412,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,0,7,0,16,2,6,2,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,205,MANDI                                             ,55993,0,382,13284,20386,0,6805,0,3066,7117,17111,90,191,13559,23,0,54833,0,0,13014,19577,0,6782,0,2950,7058,10385,90,0,12413,23,0,16882,17567,18088,18331,18483,19864,19933,22384,16810,17272,17503,18087,18010,19153,19346,22110,16937,17206,17334,17450,17965,18093,19078,21017,16054,16908,17374,17577,17537,18001,18164,19183,15843,16127,17013,17453,17439,17703,18190,18239,28089,17332,13964,8548,1369,662,838,404,0,0,98.91,0,0,98.06,0,0,80.99,0,0,73.8,30220,2975,7321,6765,10302,66696,7638,7823,8364,8458,8472,8569,8630,8742,72,111,143,184,172,123,150,130,70,90,127,141,96,119,106,87,68681,40739,31285,1467,4686,7110,12150,4039,3465,695,1846,6891,30,337,3324,45,0,0,127,0,0,0,0,0,0,0,0,0,0,0,1,622,197,284,94,4845,3263,2332,1585,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,211,SHIMLA                                            ,45687,212,1694,8942,14094,703,5188,0,3452,6121,13476,0,0,16938,22,0,41617,83,0,8448,11925,340,4604,0,2786,4423,2957,0,0,8768,0,0,17643,15085,14951,14901,15291,15813,15308,16101,18329,14546,14667,14631,14494,15693,14981,16012,16939,16205,14349,14563,14577,14388,15429,16393,15330,15176,15526,13892,14407,14383,14228,15277,14829,14576,15201,15523,14055,14136,14133,14076,22381,13104,11052,6453,966,443,516,223,0,0,114.66,0,0,99.93,0,0,97.14,0,0,78.7,24655,2657,6340,4561,7168,55283,6933,7001,7281,7387,6636,6735,6647,6663,79,107,170,160,139,158,154,151,51,65,98,134,105,102,121,100,62851,33350,42172,563,719,8417,13629,842,4882,2573,5138,13589,0,233,13285,1,19,70,90,0,0,74,0,17,20,10,14,10,20,14,10,871,427,420,175,328,290,161,137,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,210,SIRMAUR                                           ,41322,0,786,8473,12137,0,5323,0,2032,4265,7513,0,106,7551,0,0,39986,0,348,8412,11021,0,5323,0,1598,3613,2854,0,0,5320,0,0,11608,11074,11124,11663,11617,11976,11340,12999,11935,10671,11041,11385,11265,12123,10977,12926,12202,11656,10728,11031,11304,11012,11993,13915,10693,12069,11707,10721,11072,10976,10810,11906,10627,10933,12196,11922,10933,10911,11067,10919,20227,11225,9846,5450,1464,701,669,256,0,0,109.67,0,0,98.92,0,0,91.97,0,0,76.36,21568,1804,3351,4191,6116,42688,5159,5193,5830,5603,5261,5158,5367,5117,27,52,62,72,51,48,46,33,26,20,38,42,30,26,36,40,47471,25395,40837,807,1653,8374,12084,1137,5220,697,2596,4444,0,0,3780,0,0,0,0,0,0,0,0,3,12,13,11,10,42,32,34,2504,1735,1201,819,8955,5944,4233,2887,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,209,SOLAN                                             ,35116,160,906,6773,11175,0,4051,0,3395,4698,17956,0,505,7556,0,0,33022,0,0,6581,9153,0,3922,0,2470,3273,9112,0,505,5709,0,0,12156,11469,11170,11067,11005,12264,11910,12161,11566,11306,11080,11054,10866,11674,11476,12382,12127,11826,11489,11310,11234,10966,11790,12550,11311,11780,11904,11477,11433,10995,10724,11557,11275,11802,12103,12007,11840,11252,11109,10903,16065,9328,7742,4413,2146,1063,1297,606,0,0,117.61,0,0,103.7,0,0,97.1,0,0,79.83,18949,2031,7886,3332,5554,42835,5224,5623,5717,5634,5464,5131,5062,4980,36,40,43,62,55,60,30,41,26,26,29,40,39,30,37,35,48732,25606,32637,573,1516,6088,8954,1457,3301,2518,3177,14938,0,939,5360,0,0,0,0,32,0,123,0,11,1,0,0,0,0,0,4,1023,455,487,220,2530,1442,1163,653,,,,,,,,,,,,,,,,
2,HIMACHAL PRADESH                                  ,207,UNA                                               ,28308,287,0,5570,10353,0,4015,0,1599,4722,11955,0,451,6877,7,0,27137,287,0,5490,9687,0,3903,0,1171,4617,9557,0,13,6099,7,0,9313,9674,9728,9644,9699,9940,9550,10629,8979,9233,9080,9386,9242,9321,9297,10656,9086,8899,9132,9142,9307,8942,9333,10217,8814,9316,9338,9372,9229,9425,9144,9585,8595,9005,9554,9475,9459,9351,9486,9281,11649,7188,5441,3350,974,445,703,324,0,0,103.67,0,0,96.96,0,0,86.45,0,0,73.62,14276,2109,4974,2632,5009,33730,3875,4135,4339,4375,4336,4225,4235,4210,21,30,45,53,58,28,49,49,6,27,23,30,32,29,19,22,38433,21348,24771,372,318,5105,8685,750,3543,1493,3502,9330,64,1153,4573,11,0,49,0,0,50,0,0,117,85,67,81,89,79,61,69,1046,589,481,232,13933,9369,6471,4221,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,106,ANANTNAG                                          ,16850,44124,1589,574,848,6499,1749,0,3200,20761,10233,0,0,11960,0,0,15965,41011,1589,507,848,5807,1558,0,2532,16402,6584,0,0,7342,0,0,18393,17027,17654,19034,18044,14620,14714,14065,18710,17404,16745,17169,18633,16651,15386,15599,18173,17219,16797,16416,17741,17257,16830,15870,17796,15314,14249,13910,13865,14659,15676,15143,17735,15758,14436,13536,13493,13470,14222,15737,279,81,128,43,11151,5213,5018,2199,0,0,51.35,0,0,51.28,0,0,40.4,0,0,36.53,10179,32378,4932,423,325,57245,8711,7563,6933,6594,6558,6646,6757,7483,151,136,162,123,113,107,113,98,112,100,99,108,87,104,81,75,58980,30934,19839,64341,10125,574,848,18296,1698,0,0,0,0,0,0,0,10,0,0,0,0,0,0,189,174,175,110,120,175,163,321,73752,42543,35801,20488,8878,5071,4403,2499,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,104,BADGAM                                            ,20676,35400,335,528,220,3743,2551,0,3904,20255,6951,0,0,11117,0,0,20198,34006,335,528,220,3649,2456,0,3785,19000,6342,0,0,8609,0,0,14105,13517,13992,13801,13377,12558,11774,11292,16050,13586,13214,14106,13427,12906,12580,11426,15807,14266,13678,13521,14168,12583,12580,12036,16153,15127,14099,13678,13819,12606,12598,12942,16481,14306,13267,12610,12394,11946,12233,12443,0,0,0,0,2497,1183,1242,589,0,0,60.71,0,0,61.04,0,0,44.8,0,0,43.45,12488,26668,3111,421,63,50518,8008,6751,6296,5924,5959,5763,5943,5874,53,35,35,35,48,35,51,38,31,36,42,35,25,31,44,24,50955,26069,21331,50191,6960,316,91,14775,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,123,99,85,98,126,95,120,68618,36507,32696,17511,10795,5158,5303,2542,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,116,BANDIPORA                                         ,11374,23738,265,766,24,1504,1816,0,1453,7969,1752,0,0,2476,0,0,9995,21869,265,534,0,1504,1515,0,1074,5684,814,0,0,1415,0,0,7448,7298,7795,7159,6634,6021,5215,5392,8472,7052,6976,7515,7392,6304,5917,5513,8180,7824,7299,7502,7762,6858,6192,5883,8553,7231,6612,6529,6861,6453,6453,5682,7890,7217,6584,6186,6224,6039,6553,6444,0,0,0,0,7854,3664,3627,1672,0,0,72.36,0,0,64.07,0,0,52.48,0,0,42.97,6697,14848,837,399,0,25582,3776,3496,3178,3012,2984,2888,3222,3026,48,46,49,32,32,39,19,31,30,23,21,26,23,21,30,29,24732,12768,12258,30635,1703,716,24,3323,1699,26,0,0,0,0,0,0,66,3,20,0,0,0,0,8,15,17,16,52,26,39,89,34101,19036,16446,9136,4849,2600,2361,1230,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,102,BARAMULA                                          ,31753,67591,2777,514,3271,11807,6516,0,6012,28603,12109,0,0,12096,0,0,30706,62797,2777,464,3004,11320,5930,0,5424,24379,6534,0,0,8942,0,0,23793,23233,23134,22303,21008,19514,18507,18189,26330,25141,24040,22753,22438,20801,20757,19641,26299,24135,23345,23044,23979,21064,20379,20144,29319,25207,22689,21689,21983,21496,20646,19452,27825,24710,23875,22594,22176,20379,20760,20730,0,0,0,0,5835,2666,1960,758,0,0,105.15,0,0,84.05,0,0,99.91,0,0,77.19,18919,46545,6449,484,1286,87324,13565,11748,11327,10698,10638,9689,10000,9659,208,149,141,163,142,140,144,135,114,113,103,78,96,108,85,84,115141,56819,31777,85505,13187,397,2959,19953,5963,0,0,0,0,0,0,0,10,0,0,0,0,0,0,91,106,100,112,103,225,176,429,120456,61528,57630,29191,25689,11817,12001,5500,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,109,DODA                                              ,16392,27165,1346,203,668,9073,0,0,3640,6646,1305,0,0,5862,0,0,16129,26258,1024,203,668,8833,0,0,3140,5215,0,0,0,3279,0,0,12721,10271,9700,10420,10373,9393,7979,7929,13061,9840,9377,9668,10559,10190,8704,7606,12393,11355,10067,9390,8990,9091,9656,8073,12089,9604,8837,7746,7917,8009,9042,9905,12281,10002,9266,8465,7832,7636,7948,8870,6498,3378,3225,1668,5547,2567,2402,972,0,0,92.18,0,0,85.22,0,0,79.51,0,0,69.91,9999,16221,1268,203,302,34563,5881,4799,4521,4115,3742,3545,3745,4215,93,77,71,97,74,75,72,74,51,56,54,43,38,38,42,31,41269,20061,19020,32298,2226,135,620,13592,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,231,48,41,24,27,20,20,36,26986,12839,12822,5808,0,0,0,0,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,119,GANDERBAL                                         ,8366,13118,103,208,301,2048,701,0,1725,7880,813,0,0,6703,0,0,8071,12185,103,208,301,1869,655,0,1710,6768,0,0,0,5065,0,0,6887,6638,6138,6016,5765,5085,5191,5017,7083,6438,6423,6295,5896,5314,5153,4983,9459,5919,5552,5674,5759,5745,5258,5228,8494,5722,5171,5077,5172,4989,4748,5056,7043,5598,5288,4918,4840,4693,4743,4843,0,0,0,0,7402,3606,2879,1340,0,0,73.54,0,0,60.43,0,0,54.89,0,0,42.37,5258,10001,359,168,51,20212,3468,2756,2519,2419,2351,2248,2237,2214,82,56,54,48,41,35,25,26,63,44,35,35,29,34,16,32,20667,10013,7862,16078,916,208,301,8671,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,24,21,29,28,24,20,27687,14279,13513,6699,7817,3925,3805,1868,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,113,JAMMU                                             ,18463,24879,12689,94,924,14631,0,0,8196,33584,48538,0,0,59234,0,0,15703,19674,6367,94,735,11642,0,0,4888,20738,19618,0,0,31683,0,0,32081,29722,29509,29305,29265,28606,27507,26381,33624,30832,30584,30467,30445,30276,29329,28846,34850,31379,30952,30887,30591,30138,30766,29509,32654,30035,28891,28082,28410,27651,27895,27971,31182,28726,28293,26986,26668,26624,26617,26136,35588,20490,16580,9501,9152,4370,4365,2017,0,0,111.54,0,0,100.06,0,0,96.05,0,0,77.48,12953,26960,26154,94,262,99554,14019,13000,12786,12144,12039,11843,12011,11712,60,59,46,46,60,54,63,41,37,21,46,29,36,40,50,33,122157,61461,25561,57367,59320,94,788,72554,0,162,95,202,0,0,95,0,326,179,0,0,0,0,0,185,128,111,82,113,185,263,300,7218,3759,3358,1640,8038,4567,3664,2097,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,108,KARGIL                                            ,2739,8656,254,131,0,1004,772,0,813,2695,1983,0,0,1584,43,0,2636,8246,254,131,0,1004,670,0,520,2016,396,0,0,716,0,0,3308,2996,3003,2664,2339,2584,2453,2329,3103,3030,2930,2925,2947,2507,2344,2269,3367,2949,2831,2824,2852,2584,2336,2378,3508,3030,2675,2534,2600,2577,2364,2188,3286,2895,2574,2412,2336,2363,2463,2345,11,1,7,1,13178,6581,7012,3610,0,0,88.45,0,0,80.94,0,0,145.21,0,0,123.83,1806,6221,885,131,0,10440,1637,1452,1284,1184,1175,1193,1310,1205,35,27,26,36,34,39,38,30,21,37,40,26,35,40,32,54,22169,10971,3235,11018,1854,131,0,2581,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11101,5993,5527,3071,236,123,105,78,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,114,KATHUA                                            ,18365,27486,5408,179,549,6747,170,0,3409,11112,13726,0,0,9221,0,0,17486,25647,3968,125,549,6301,170,0,2861,10265,7284,0,0,7452,0,0,14096,12907,12774,12813,13209,12565,11003,11274,14154,12765,12936,12863,12976,13320,12204,10978,15028,12234,12185,11839,12445,12727,12606,12258,14005,12768,11839,11462,11681,11839,11933,12494,13843,12146,12710,11520,11490,11886,11664,11113,15844,9109,7474,4242,7038,3215,3036,1244,0,0,97.2,0,0,90.65,0,0,80.98,0,0,66.29,10856,17570,7450,179,227,43109,6281,5543,5658,5174,5149,5224,5111,4969,80,70,76,75,82,86,79,54,46,54,63,34,51,46,49,44,51413,25351,19854,35932,18706,125,549,13780,170,0,0,0,0,0,0,0,10,0,0,0,0,0,0,214,118,194,83,118,624,613,412,6037,2770,2673,1162,4671,2689,2056,1182,,,,,,,,,,,,,,,,
1,JAMMU & KASHMIR                                   ,117,KISHTWAR                                          ,9738,15609,2538,335,186,2986,0,0,1852,3474,2347,0,0,1184,0,0,9643,14918,1826,335,186,2986,0,0,1640,2274,1558,0,0,756,0,0,8220,6129,5797,6102,5380,3882,3277,3218,7729,5711,5361,5500,5675,5030,3942,3335,8729,6026,5522,5500,5676,5200,4819,4012,8508,6688,5880,5378,5348,4890,5197,5026,7723,5684,4994,4420,4207,4116,4261,4844,1796,938,887,476,4120,1713,1524,594,0,0,91.69,0,0,76.9,0,0,72.09,0,0,57.17,5627,8714,2296,301,59,18963,3537,2668,2330,2144,2008,1990,1995,2291,9,18,15,12,8,7,16,8,4,13,11,15,8,10,7,1,21251,9829,10792,18529,4260,276,181,3033,0,133,74,0,0,0,130,0,66,3,20,0,0,0,0,343,126,91,45,39,28,23,22,10395,5126,4919,2451,1310,672,668,338,,,,,,,,,,,,,,,,
