,BASIC DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3312  ,COIMBATORE                                        ,22,199,567,3081,3472578,295516.39,75.83,1001,963,18.46,15.5,0.82,84.31,79.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3318  ,CUDDALORE                                         ,14,172,827,2119,2600880,260608.18,33.94,984,895,13.8,29.32,0.6,79.04,71.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3305  ,DHARMAPURI                                        ,8,100,1013,1576,1502900,162162.91,17.33,946,911,16.04,16.29,4.18,64.71,60.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3313  ,DINDIGUL                                          ,16,163,393,1888,2161367,199926.45,37.36,998,942,12.39,20.95,0.37,76.85,68.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3310  ,ERODE                                             ,20,142,628,2383,2259608,181220.56,51.22,992,956,12.05,16.41,0.97,72.96,65.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3303  ,KANCHEEPURAM                                      ,14,172,904,2435,3990897,396296.07,63.59,985,967,38.69,23.71,1.03,85.29,80.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3330  ,KANNIYAKUMARI                                     ,9,89,112,1177,1863174,161909.82,82.47,1010,961,11.17,3.97,0.39,92.14,90.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3314  ,KARUR                                             ,8,75,200,1022,1076588,98938.44,40.33,1015,946,15.06,20.8,0.05,75.86,67.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3331  ,KRISHANAGIRI                                      ,10,121,1203,1965,1883731,203819.69,22.75,956,924,20.67,14.22,1.19,72.41,64.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3324  ,MADURAI                                           ,15,165,691,2121,3041038,287073.99,60.64,990,939,17.95,13.46,0.37,81.66,76.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3319  ,NAGAPATTINAM                                      ,11,100,489,1476,1614069,154466.4,22.54,1025,961,8.41,31.54,0.23,84.09,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3309  ,NAMAKKAL                                          ,15,83,333,1351,1721179,140276.09,40.27,986,913,15.25,20,3.31,74.92,66.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3316  ,PERAMBALUR                                        ,10,107,508,1266,564511,55943.04,17.14,1006,913,14.36,31.01,0.46,74.68,66.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3322  ,PUDUKKOTTAI                                       ,13,145,552,1905,1618725,169966.13,19.39,1015,959,10.9,17.6,0.08,77.76,69.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3327  ,RAMANATHAPURAM                                    ,11,121,1046,1506,1337560,127469.47,31.89,977,967,12.63,18.4,0.08,81.48,74.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3308  ,SALEM                                             ,21,174,601,2385,3480008,322944.74,51.04,954,917,15.37,16.67,3.43,73.23,65.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3323  ,SIVAGANGA                                         ,12,112,616,1573,1341250,127687,30.99,1000,961,16.09,17.01,0.06,80.46,72.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3321  ,THANJAVUR                                         ,15,165,765,2019,2402781,223939.19,35.39,1031,957,8.42,18.91,0.15,82.72,76.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3311  ,THE NILGIRIS                                      ,4,45,53,724,735071,61672.46,59.32,1041,982,-3.55,32.08,4.46,85.65,79.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3325  ,THENI                                             ,8,80,102,898,1243684,110936.61,53.83,990,937,13.69,20.72,0.15,77.62,69.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3301  ,THIRUVALLUR                                       ,14,133,1235,2429,3725697,369961.71,65.3,983,954,35.25,22.04,1.27,83.82,78.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3320  ,THIRUVARUR                                        ,10,96,472,1249,1268094,115016.13,20.4,1020,962,8.43,34.09,0.24,83.26,77.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3328  ,THOOTHUKKUDI                                      ,13,108,635,1800,1738376,170534.69,50.15,1024,970,9.14,19.88,0.28,86.52,81.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3315  ,TIRUCHIRAPPALLI                                   ,16,183,496,2032,2713858,253745.72,49.26,1013,952,12.22,17.14,0.67,83.56,77.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3329  ,TIRUNELVELI                                       ,21,192,548,2700,3072880,301142.24,49.49,1024,964,13.66,18.51,0.33,82.92,76.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3306  ,TIRUVANNAMALAI                                    ,18,167,1470,2466,2468965,256278.57,20.1,993,932,12.94,22.94,3.69,74.72,65.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3304  ,VELLORE                                           ,22,202,789,3178,3928106,406558.97,43.13,1004,944,12.96,21.85,1.85,79.65,72.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3307  ,VILUPPURAM                                        ,22,234,1393,2868,3463284,378536.94,14.72,985,938,16.99,29.37,2.16,72.08,63.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,TAMIL NADU                                        ,3326  ,VIRUDHUNAGAR                                      ,11,134,467,1689,1943309,183254.04,50.42,1009,962,10.96,20.59,0.12,80.75,73.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1603  ,DHALAI                                            ,8,55,175,875,377988,54430.27,10.71,945,972,22.78,16.31,55.68,86.82,80.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1607  ,GOMATI                                            ,8,44,162,599,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1606  ,KHOWAI                                            ,6,32,95,485,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1604  ,NORTH TRIPURA                                     ,8,61,103,507,693281,96158.07,17.34,967,971,17.32,16.57,25.86,88.29,84.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1605  ,SEPAHIJALA                                        ,7,39,155,628,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1602  ,SOUTH TRIPURA                                     ,8,50,163,662,875144,108780.4,14.06,957,947,14.03,16,39.37,85.41,79.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1608  ,UNAKOTI                                           ,4,31,79,359,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,TRIPURA                                           ,1601  ,WEST TRIPURA                                      ,10,46,137,685,1724619,184706.69,39.27,964,942,12.5,19.59,25.03,88.91,84.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0915  ,AGRA                                              ,17,122,1946,4703,4380793,639157.7,45.87,859,835,21,22.43,0.16,69.44,59.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0912  ,ALIGARH                                           ,14,132,1695,4266,3673849,555485.97,33.11,876,871,22.78,20.56,0.02,69.61,57.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0945  ,ALLAHABAD                                         ,22,295,2297,5433,5959798,832583.78,24.78,902,902,20.74,22,0.13,74.41,62.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0948  ,AMBEDKAR NAGAR                                    ,10,113,1365,3348,2398709,324545.33,11.74,976,929,18.35,24.65,0.03,74.37,64.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0973  ,AMETHI - CSM NAGAR                                ,13,100,1038,2404,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0932  ,AURAIYA                                           ,8,94,1134,2482,1372287,193904.15,17.07,864,895,16.3,28.39,0.01,80.25,71.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0961  ,AZAMGARH                                          ,23,279,2594,5178,4616509,680935.08,8.52,1017,916,17.17,25.39,0.2,72.69,62.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0908  ,BAGHPAT                                           ,7,54,312,1192,1302156,189073.05,21.05,858,837,11.87,11.44,0,73.54,61.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0950  ,BAHRAICH                                          ,15,138,1594,4061,3478257,635477.55,8.26,891,933,46.08,14.6,0.32,51.1,40.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0963  ,BALLIA                                            ,18,173,1641,3400,3223642,448730.97,9.43,933,897,16.73,15.27,3.4,73.82,61.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0952  ,BALRAMPUR                                         ,11,103,1251,2310,2149066,385327.53,7.74,922,968,27.74,12.9,1.16,51.76,40.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0940  ,BANDA                                             ,9,72,487,2462,1799541,289726.1,15.35,863,898,17.06,21.56,0.01,68.11,54.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0946  ,BARABANKI                                         ,16,151,1987,3677,3257983,504335.77,10.14,908,930,21.86,26.52,0.02,63.76,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0920  ,BAREILLY                                          ,19,154,1952,4288,4465344,669801.6,34.99,883,900,23.4,12.53,0.07,60.52,50.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0955  ,BASTI                                             ,15,159,1760,3119,2461056,372357.77,5.61,959,922,18.05,20.86,0.15,69.69,58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0971  ,BHADOI                                            ,7,80,775,1613,1554203,244009.87,14.73,950,898,14.81,22.37,0.12,71.1,57.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0903  ,BIJNOR                                            ,16,156,1930,5145,3683896,549268.89,25.13,913,870,17.64,21.38,0.08,70.43,61.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0919  ,BUDAUN                                            ,20,142,1617,3326,3712738,647501.51,17.37,859,902,20.96,16.91,0,52.91,41.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0911  ,BULANDSHAHR                                       ,22,184,1429,4114,3498507,537720.53,24.8,892,844,20.09,20.74,0.01,70.23,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0966  ,CHANDAULI                                         ,10,124,1183,1936,1952713,304232.69,12.55,913,976,18.83,22.88,2.14,73.86,63.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0941  ,CHITRAKOOT                                        ,6,49,347,1763,990626,171477.36,9.73,879,907,29.29,26.89,0.04,66.52,54.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0960  ,DEORIA                                            ,18,187,1717,3618,3098637,445274.14,10.23,1013,921,14.23,15.11,3.54,73.53,61.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0917  ,ETAH                                              ,11,75,1113,2853,1761152,277733.67,15.24,863,878,12.77,15.84,0.01,73.27,61.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09,UTTAR PRADESH                                     ,0931  ,ETAWAH                                            ,9,80,1297,3003,1579160,220292.82,23.2,867,870,17.95,24.55,0.01,79.99,71.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
